CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,ModifiedDate
325,0,Ms.,Virginia,L.,Miller,NULL,All Cycle Shop,adventure-works\pamela0,virginia0@adventure-works.com,918-555-0127,2LMYXdm0nvmWcT+Md+NaYmfIPgdmP0R2PiRoynq7WCk=,GNkVrfA=,2006-07-01 00:00:00.000
326,0,Mr.,Scott,NULL,Gode,NULL,Year-Round Sports,adventure-works\david8,scott4@adventure-works.com,164-555-0145,GkzDDuB6pTaET7MyM3Kpgh+sP0JyO6EvZnbS4ep3kEg=,3CEircg=,2005-08-01 00:00:00.000
327,0,Ms.,Caroline,A.,Vicknair,NULL,World of Bikes,adventure-works\jillian0,caroline0@adventure-works.com,695-555-0158,U1/CrPqSzwLTtwgBehfpIl7f1LHSFpZw1qnG1sMzFjo=,QhHP+y8=,2006-09-01 00:00:00.000
328,0,Mr.,Robert,R.,Vessa,NULL,Totes & Baskets Company,adventure-works\jillian0,robert13@adventure-works.com,560-555-0171,UWGC2U8F7AUNA2FuiT4agrBoxAFskHGQSxqP39B7zLQ=,iES3IZA=,2005-08-01 00:00:00.000
329,0,NULL,Andreas,NULL,Berglund,NULL,"Unicycles, Bicycles, and Tricycles",adventure-works\shu0,andreas1@adventure-works.com,795-555-0116,dGlOTb4tIwZCoQftB0K+7CHFl/ty6hYYq/X/T1Dq6k4=,9ak86/4=,2005-08-01 00:00:00.000
330,0,Mr.,Mete,NULL,Goktepe,NULL,The New Bike Store,adventure-works\linda3,mete0@adventure-works.com,637-555-0120,cIKsu790VaU1891IzLoO2agtT2vvaOXkL3puAV90Zro=,7erbA0k=,2005-12-01 00:00:00.000
331,0,Ms.,Wanda,F.,Vernon,NULL,Technical Parts Manufacturing,adventure-works\shu0,wanda0@adventure-works.com,433-555-0168,hNQpZV8787KyeDWfllnZWzY+l8DFEYTnwoZZzYtusi0=,HDCU1Bk=,2007-07-01 00:00:00.000
334,0,Ms.,Dora,P.,Verdad,NULL,Retreat Inn,adventure-works\josé1,dora0@adventure-works.com,155-555-0140,RgzxIE8hSY/z6iJnmDYMZWdJTQBRaWKI7UaZhAPhPxY=,jYD20wc=,2006-08-01 00:00:00.000
335,0,Mr.,John,M.,Berger,Jr.,Scratch-Resistant Finishes Company,adventure-works\josé1,john10@adventure-works.com,156-555-0111,0J6cl9Zhm+g4rbqJrvyshZWF72arbVNptT27ZL2QTMc=,2Ugh6Q4=,2005-08-01 00:00:00.000
336,0,Mr.,Brian,R,Goldstein,NULL,Primary Bike Distributors,adventure-works\garrett1,brian4@adventure-works.com,495-555-0161,Pe7m3z2RtNe4D8mkkCKh3/WPMsONB78YR1Kip5zJwzs=,x4UseEA=,2005-08-01 00:00:00.000
340,0,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,lx5a4+AFGzH6mzjz6hpiR9scxbYGX8OcqFpv/cI6yFs=,hSwmBWk=,2006-09-01 00:00:00.000
343,0,Ms.,Patricia,M.,Vasquez,NULL,Mail-Order Outlet,adventure-works\pamela0,patricia2@adventure-works.com,490-555-0132,v0bxLRLRKYxwN8fiORyJkpXaYZpCRhgfNNkwQnylFrE=,WTZFkow=,2006-08-01 00:00:00.000
344,0,Ms.,Karren,K.,Burkhardt,NULL,Fifth Bike Store,adventure-works\david8,karren0@adventure-works.com,652-555-0132,ho3bUU87fZAlity/45XvFPVE/DgEaLKvI+ZW1e56rnA=,x1JqF8M=,2005-07-01 00:00:00.000
345,0,Ms.,Abigail,J.,Gonzalez,NULL,Genial Bike Associates,adventure-works\jillian0,abigail0@adventure-works.com,121-555-0139,h5QUx4zv/ilF+lJ6Pgsyd5OP92KaOJDXklOB6qbWskk=,kAdG4pM=,2006-08-01 00:00:00.000
346,0,Mr.,Ranjit,Rudra,Varkey Chudukatil,NULL,Great Bicycle Supply,adventure-works\jillian0,ranjit1@adventure-works.com,810-555-0160,VTpXtJAiSxeJraHh5mkwwAsGYMllZYzsOBpb2cu8rrQ=,FNe76Vk=,2005-08-01 00:00:00.000
347,0,Ms.,Ingrid,K.,Burkhardt,NULL,Bike Universe,adventure-works\shu0,ingrid0@adventure-works.com,857-555-0187,cvCHW2+xxa0C0SWtoYyn83PAIn6qI39SbK+kOK+gUGI=,6QL/f9s=,2005-08-01 00:00:00.000
348,0,Mr.,Oscar,L.,Alpuerto,NULL,Bold Bike Accessories,adventure-works\linda3,oscar0@adventure-works.com,855-555-0174,P1Osji8Ez9uYQCzuZXjnutazXvhAlWDRLjCcTcJb/Ug=,CGYtmQ4=,2005-08-01 00:00:00.000
349,0,Mr.,Gary,T,Vargas,NULL,Exercise Center,adventure-works\shu0,gary6@adventure-works.com,112-555-0176,WH8bTbYkazE9T0ktiZYIAYDdJXsvjr2zbLiT3gxR6zk=,Zkv5OCw=,2006-09-01 00:00:00.000
352,0,Mr.,Shane,S.,Kim,NULL,Twelfth Bike Store,adventure-works\josé1,shane2@adventure-works.com,155-555-0149,XRbPUzkzKesTrEzvftw5uMTagaFkYgTZJJlBScNp0hc=,4YXPsTU=,2006-08-01 00:00:00.000
353,0,Ms.,Joan,M.,Campbell,NULL,Two-Wheeled Transit Company,adventure-works\josé1,joan0@adventure-works.com,700-555-0155,hKb4COq5+4SAW8APMfmPmILk4cdhwtpjpD7Yx8xcx9U=,eVaIdvY=,2005-08-01 00:00:00.000
354,0,Mr.,Maxwell,J.,Amland,NULL,Serious Cycles,adventure-works\garrett1,maxwell0@adventure-works.com,614-555-0134,8/5CuOyL4qEu4tD2KEd4x1h5OahPfcmZg9L7+F0ATDI=,qoGU2YA=,2005-08-01 00:00:00.000
358,0,Mr.,Joe,NULL,Kim,NULL,Mail Market,adventure-works\jae0,joe1@adventure-works.com,1 (11) 500 555-0144,/1zuZO01NBBN+zaoVVHAp+srLdfFp0nBmPrSBGPulOc=,jMsXQbs=,2007-08-01 00:00:00.000
360,0,Ms.,Ramona,J.,Antrim,NULL,Novelty Bikes,adventure-works\michael9,ramona0@adventure-works.com,327-555-0148,CkSWR0RMQArXpZJnpZgCnzSPuw3PUh/1jTmWPcrjYyM=,7xa5oqo=,2007-08-01 00:00:00.000
361,0,Ms.,Karan,NULL,Khanna,NULL,Fitness Supplies,adventure-works\pamela0,karan1@adventure-works.com,390-555-0150,KQnTVrF88pDtzAwfV+7dDpsvf4FFaBRltsryZggImmI=,jZhDom8=,2007-08-01 00:00:00.000
362,0,Ms.,Sharon,A.,Crow,NULL,Grand Cycle Store,adventure-works\david8,sharon1@adventure-works.com,889-555-0176,u9lXZ1SCNDVCKj0H19LBkxxmWQr7JPXmZP2LU5LZIec=,xUz/uts=,2007-08-01 00:00:00.000
363,0,Mr.,Chris,NULL,Ashton,NULL,Immense Manufacturing Company,adventure-works\jillian0,chris3@adventure-works.com,556-555-0145,wGKQ72A4aSsDe2tQKUY1T1o0i/AO69PqKcMSFIponoQ=,3VRtZxg=,2007-08-01 00:00:00.000
364,0,Mr.,Imtiaz,NULL,Khan,NULL,District Mall,adventure-works\jillian0,imtiaz0@adventure-works.com,249-555-0179,NiUsCVv2EYAYfE2mK4VPPDgV7BXgOR4eQ4yVOvsOG1A=,Cdwoi3o=,2005-08-01 00:00:00.000
365,0,Mr.,Jack,NULL,Creasey,NULL,Distinctive Store,adventure-works\shu0,jack2@adventure-works.com,539-555-0182,ao0Wb4hq67DVVcZYX2vO/mOgiZoTtJMBJzi4/wt8mrE=,7wlaV4Y=,2005-09-01 00:00:00.000
366,0,Ms.,Teresa,NULL,Atkinson,NULL,Extended Bike Sales,adventure-works\linda3,teresa0@adventure-works.com,129-555-0110,t+VbX7JvYz3GISo+HPpubYQr00RQKJLNqOx1dQdMKCc=,bwG1Wck=,2005-09-01 00:00:00.000
367,0,Ms.,Tammy,J.,Khan,NULL,Brown Bicycle Company,adventure-works\shu0,tammy0@adventure-works.com,145-555-0166,NTtGPrBoJXekEg2D/ryHHVYGX/fuL0VeSrhQjzykBiQ=,3D0YsUM=,2005-09-01 00:00:00.000
370,0,Ms.,Elizabeth,NULL,Keyser,NULL,Acceptable Sales & Service,adventure-works\josé1,elizabeth2@adventure-works.com,656-555-0173,gD2lOrxAy3p4xvTGUYnECk5ROZd03OslvHCY+XDxQwI=,/P0XMaQ=,2005-08-01 00:00:00.000
371,0,Mr.,Bruno,NULL,Costa Da Silva,NULL,Custom Sales and Service,adventure-works\josé1,bruno0@adventure-works.com,140-555-0143,iaQDSUY3hGgPoKQBMqMHb4jSlVLSNnjgd2j2jsX9rJs=,MY+7QbE=,2005-08-01 00:00:00.000
372,0,Ms.,Katherine,K.,Swan,NULL,Top Bike Market,adventure-works\garrett1,katherine1@adventure-works.com,421-555-0192,KP0aM3OevdwcZrEJTRWtCuCiSKfiPhktKN5FqHTnYhM=,yv8Jhf8=,2007-09-01 00:00:00.000
376,0,Ms.,Mary,R.,Kesslep,NULL,Commerce Bicycle Specialists,adventure-works\jae0,mary8@adventure-works.com,1 (11) 500 555-0146,7OO7XsLMZcOhwoxw8KRfz/SjxQ3qCIVQqjRMtpyV/EY=,J1cVbE8=,2006-08-01 00:00:00.000
377,0,Mr.,Marlin,M.,Coriell,NULL,Grand Sport Boutique,adventure-works\michael9,marlin0@adventure-works.com,941-555-0155,mWVOfXPZkIFZzQA0Ilekhl49LfhS31vdOtYEmBKSIkk=,FSkdXTM=,2006-08-01 00:00:00.000
379,0,Mr.,Kevin,NULL,Kennedy,NULL,Fad Outlet,adventure-works\pamela0,kevin4@adventure-works.com,275-555-0179,FI+QpFgzPmmfZMk6bavb0AtoPMvD4CZ/+wGuwYgso3g=,B+59kWs=,2006-09-01 00:00:00.000
380,0,Ms.,Eva,NULL,Corets,NULL,First Department Stores,adventure-works\david8,eva0@adventure-works.com,542-555-0164,vcqabvDo1Fnle8WElVwwEwNwCGZKfSJvDCUVyps/SuQ=,gF7bPbY=,2006-07-01 00:00:00.000
381,0,Ms.,Julie,NULL,Taft-Rider,NULL,Bicycle Lines Distributors,adventure-works\jillian0,julie1@adventure-works.com,145-555-0194,BQF73YAE2cFDpeWDP0v7uA0/ZGhGgw1xxiMQqe74r7I=,6ZebGOE=,2006-08-01 00:00:00.000
382,0,Mr.,Robert,NULL,Kelly,NULL,Beneficial Exercises and Activities,adventure-works\jillian0,robert7@adventure-works.com,510-555-0123,JM8Jl1msELWEL8AlgkQ/cej3rlO0TFq13PfmQ/bHakM=,OLqP9tg=,2006-09-01 00:00:00.000
383,0,Mr.,Scott,NULL,Cooper,NULL,Vehicle Shop,adventure-works\shu0,scott2@adventure-works.com,773-555-0182,BEePqLIHwU7zsFCJQcHQ8OGm8nkvUlj8YPFAT/teYOc=,+v0uddA=,2005-10-01 00:00:00.000
384,0,Mr.,Clarence,R.,Tatman,NULL,Sparkling Paint and Finishes,adventure-works\linda3,clarence0@adventure-works.com,787-555-0128,266JCMNzG3Y2YOZOElwlwmjuO9HTi1S0zbkD7zdQ03g=,kCUx/bc=,2005-08-01 00:00:00.000
385,0,Mr.,John,NULL,Kelly,NULL,Sturdy Toys,adventure-works\shu0,john22@adventure-works.com,330-555-0116,tYV64ygQjda9WaWGc8CfVwqOiTHscX15aCHq9OPvjkw=,a2bt7rI=,2005-08-01 00:00:00.000
388,0,Mr.,Victor,A.,Kelley,NULL,Road Way Sales and Rental,adventure-works\josé1,victor0@adventure-works.com,112-555-0195,Mm7GafEB1oHJXept9uxIAGnsc2jKRzr0UgDRANPqAsI=,j/3FTKs=,2006-12-01 00:00:00.000
389,0,Ms.,Dorothy,J.,Contreras,NULL,Sixth Bike Store,adventure-works\josé1,dorothy0@adventure-works.com,428-555-0176,NEJS/vq9oswLdLNa4VH0fbwb+fgxDYIHg2hPP1fn7t4=,lnEeim8=,2005-08-01 00:00:00.000
390,0,Mr.,Mike,M.,Taylor,NULL,Plastic Parts Company,adventure-works\garrett1,mike6@adventure-works.com,204-555-0189,3/sdWTV1ScxayLuSf0nc6Wbyci2VcabsIBhV/KlQyZ0=,abgBRtE=,2005-11-01 00:00:00.000
394,0,Ms.,Bonnie,NULL,Kearney,NULL,Little Sports Center,adventure-works\jae0,bonnie1@adventure-works.com,1 (11) 500 555-0116,UUjDa8Zdc4Zz63sgzUXpnW3zOJwJZoBuQjoNvF2FVs0=,SNjG3l0=,2007-08-01 00:00:00.000
395,0,Ms.,June,B.,Brunner,NULL,Online Bike Sellers,adventure-works\michael9,june0@adventure-works.com,249-555-0172,V74x3qYKzA71fWSI3y7gFD552b65vQ+acGzI6wdBsQ4=,hY2Xf6o=,2006-09-01 00:00:00.000
397,0,Mr.,Sandeep,NULL,Katyal,NULL,Capable Sales and Service,adventure-works\pamela0,sandeep2@adventure-works.com,928-555-0117,EAI1ECvxzm9o9MbS8sPVK9QqTkerK/+KO5Wt6escxwY=,7xO2UQE=,2005-07-01 00:00:00.000
398,0,Ms.,Shirley,R.,Bruner,NULL,Commendable Bikes,adventure-works\david8,shirley0@adventure-works.com,383-555-0155,haGTwCpR1pahJRX/490ASvk+bkWOZv828Z8Krd0XO50=,Jmtgb40=,2006-07-01 00:00:00.000
399,0,Mr.,Chad,J.,Tedford,NULL,Big Cycle Mall,adventure-works\jillian0,chad1@adventure-works.com,588-555-0128,SnOacRNEqi3s4ywOGFR5MLNghukZ/0bEg9u6LbvzOOE=,+apUSQU=,2007-08-01 00:00:00.000
400,0,Mr.,Peter,NULL,Houston,NULL,Local Sales and Rental,adventure-works\jillian0,peter3@adventure-works.com,632-555-0171,NmON5fxy8YJbaxIrc6lSHicKQ9t/hBGfB1lwcWOr+xc=,Q5WaAeA=,2007-09-01 00:00:00.000
401,0,Mr.,Tom,H,Johnston,NULL,Brightwork Company,adventure-works\shu0,tom1@adventure-works.com,883-555-0177,WonAzK7XRDoFn66D6qVMzma60dA96LHtk2lz7a28mI4=,0lp7vWg=,2005-08-01 00:00:00.000
402,0,Ms.,Marian,M.,Berch,NULL,Pro Sporting Goods,adventure-works\linda3,marian0@adventure-works.com,640-555-0198,xvClDu5JJr01TcnxmN1vuMKxvRmlPKIxxZHZVEPs8bk=,5qLSJhI=,2005-08-01 00:00:00.000
403,0,Ms.,Juanita,J.,Holman,NULL,Affordable Sports Equipment,adventure-works\shu0,juanita0@adventure-works.com,996-555-0196,aJNRDB5SUe0Z3cvfmFqrv/H8fOL9ZoIJhk2iqtM/244=,RvrCF5g=,2005-08-01 00:00:00.000
406,0,Mr.,Eddie,M.,Holmes,NULL,The Commissary,adventure-works\josé1,eddie0@adventure-works.com,570-555-0199,ClF4Z2L4qQo1wgDJduU5/gxrvxuwBxlzP75SHI50bGM=,S111y4k=,2006-12-01 00:00:00.000
407,0,Mr.,Robert,A.,Avalos,NULL,Workout Emporium,adventure-works\josé1,robert2@adventure-works.com,665-555-0198,V09BZHvbhAXD4fluXDexe9/89mGNsFPrGa/5NMiJBRU=,3lDpoDs=,2007-09-01 00:00:00.000
408,0,Mr.,Alexander,J.,Berger,II,Odometers and Accessories Company,adventure-works\garrett1,alexander0@adventure-works.com,519-555-0151,xGCe2CsXuZvX8e6v4sTb/+XoU+4gWDQEnJADwhDsrhg=,ns1gQU4=,2007-09-01 00:00:00.000
412,0,Ms.,Jean,J.,Holloway,NULL,Leisure Clearing House,adventure-works\jae0,jean2@adventure-works.com,1 (11) 500 555-0181,Hx2n4MFm10Hr0PL/j104QJK1WuHogx9N0H2U16PqpeM=,v8LsuAE=,2006-08-01 00:00:00.000
415,0,Mr.,Greg,NULL,Chapman,NULL,Imaginary Toys,adventure-works\pamela0,greg1@adventure-works.com,708-555-0169,O4klT8SXfYnT7o3qMpvaJ2lqs00qG6/UsfyahQihxFU=,Ze2j4rQ=,2006-07-01 00:00:00.000
416,0,Ms.,Angela,NULL,Barbariol,NULL,Impromptu Trips,adventure-works\david8,angela1@adventure-works.com,134-555-0182,dT+8gAkuDqXAvfiIcTsiHoTPkfgs4bJuTILNGQjjc0g=,aKMOOAA=,2006-07-01 00:00:00.000
417,0,Ms.,Ruth,A.,Choin,NULL,Genuine Bike Shop,adventure-works\jillian0,ruth1@adventure-works.com,273-555-0181,ZJ2widMDceVmN30pfgwzpo2Z53AGVrr2LIlFccG4KEc=,BuagBic=,2005-09-01 00:00:00.000
418,0,Mr.,Lee,J.,Chapla,NULL,Good Bike Shop,adventure-works\jillian0,lee0@adventure-works.com,223-555-0184,yRB9ce1nhQby11wW4ZjaqdAHLcagnHeelEySfrDOivk=,af0s25U=,2005-09-01 00:00:00.000
419,0,Mr.,Darrell,M.,Banks,NULL,Exertion Activities Club,adventure-works\shu0,darrell0@adventure-works.com,816-555-0118,GVYXCGfsj47VsZUEhhRmXnl3+57f28vVF3wGHfli7oU=,p9JC+Qs=,2005-09-01 00:00:00.000
420,0,Mr.,Anthony,NULL,Chor,NULL,Extreme Riding Supplies,adventure-works\linda3,anthony0@adventure-works.com,429-555-0145,8C7859RNaDWPJkDaaxgaJaZPSf7ikFyFa//RYOz0aPo=,tAAs8Fk=,2007-09-01 00:00:00.000
421,0,Mr.,Forrest,J.,Chandler,NULL,Fitness Cycling,adventure-works\shu0,forrest0@adventure-works.com,448-555-0179,QHqQuKTbipj1cJzbCkCMH+zQGE09jtToYi9uy0cv77E=,KOGA0IE=,2007-07-01 00:00:00.000
424,0,Mr.,Eli,NULL,Bowen,NULL,Bikes for Two,adventure-works\josé1,eli0@adventure-works.com,371-555-0143,lQBr+SJMfQdHmj/GHgx+x1PKMKtwLGbiInwVTo+4Qfo=,7P8PxcQ=,2006-09-01 00:00:00.000
425,0,Mr.,Stephen,Yuan,Jiang,NULL,Bikes for Kids and Adults,adventure-works\josé1,stephen3@adventure-works.com,910-555-0116,SqD2biQr39fo9zJnjNrYH0b9Ww+jQyq4h+t6vSz0/4M=,8fDglPw=,2006-07-01 00:00:00.000
426,0,Mr.,Dirk,J.,Bruno,NULL,Custom Accessories Company,adventure-works\garrett1,dirk0@adventure-works.com,817-555-0114,XaEqG3bH0NhFTn8IBCk4SidcF444Tnvqqr5UjGUiN7E=,DblcZuo=,2006-08-01 00:00:00.000
430,0,Sr.,Gustavo,NULL,Camargo,NULL,Uttermost Bike Shop,adventure-works\jae0,gustavo1@adventure-works.com,1 (11) 500 555-0118,+hCthjbuE+VctSZXuurfmfusjXPrneMHQFQLVjTsnuE=,fS7eEaQ=,2006-08-01 00:00:00.000
431,0,Mr.,Douglas,A.,Baldwin,Jr.,Small Cycle Store,adventure-works\michael9,douglas1@adventure-works.com,583-555-0130,9lHdXDAUHUKcA9bEprsps9C8mGNyVVPQ36yJe1BxrWw=,TmbNGeI=,2005-07-01 00:00:00.000
433,0,Ms.,Lindsey,R.,Camacho,NULL,Thorough Parts and Repair Services,adventure-works\pamela0,lindsey0@adventure-works.com,827-555-0143,6puEloqDRSg8AhINyUQ7qORZUS5CON8jUaFikiprWVo=,bhH3VWU=,2005-08-01 00:00:00.000
434,0,Mr.,James,B.,Bailey,Jr.,Road-Way Mart,adventure-works\david8,james3@adventure-works.com,234-555-0112,ZRFnYyY0jR0KxF7thOVIbZAFk+RsH+WO0kvZDRTup2Y=,4TnK5Fo=,2006-10-01 00:00:00.000
435,0,Ms.,Carol,B.,Elliott,NULL,Satin Finish Company,adventure-works\jillian0,carol2@adventure-works.com,847-555-0151,TIOaZdFb/aFk03gncvEijaflLdTkxJfJnFJXXZdBDds=,PavVqD4=,2006-08-01 00:00:00.000
436,0,Ms.,Barbara,J.,Calone,NULL,Sheet Metal Manufacturing,adventure-works\jillian0,barbara2@adventure-works.com,145-555-0152,W+klFtJ6V2H2UQK1pJdYy2MEbai2eYSHD0QGx02rFw8=,8iuXJ0k=,2006-08-01 00:00:00.000
437,0,Ms.,Megan,E.,Burke,NULL,Professional Cycle Store,adventure-works\shu0,megan0@adventure-works.com,148-555-0149,/96oQfFuq06DWi8P5TZqIU/tF2E/GKRMliIjGRWKRDE=,9P3dKrM=,2006-07-01 00:00:00.000
438,0,Mr.,Cory,K.,Booth,NULL,Remarkable Bike Store,adventure-works\linda3,cory0@adventure-works.com,121-555-0157,OfvFj11NFlpVFhEacTp7Nw+8EqwxHKIv9aJ+2ZgcUMI=,XaJdIYM=,2005-12-01 00:00:00.000
439,0,Ms.,Shannon,P.,Elliott,NULL,Regional Manufacturing,adventure-works\shu0,shannon0@adventure-works.com,425-555-0158,GgQkc8evqVQZvWwqG9L+QxrK0lzeuCIX4JIe535eQ8Y=,2HvuG3I=,2005-09-01 00:00:00.000
442,0,Ms.,Jauna,E.,Elson,NULL,Original Bicycle Supply Company,adventure-works\josé1,jauna0@adventure-works.com,185-555-0190,CkyI2hpILZNVv06ClZJ5hmNstcWHJxU+3sqIAEO7AbM=,bsrg3KE=,2005-07-01 00:00:00.000
443,0,Sra.,Janaina Barreiro Gambaro,NULL,Bueno,NULL,Courteous Bicycle Specialists,adventure-works\josé1,janainabarreirogambaro0@adventure-works.com,476-555-0184,VC5UG8CPRifGAgItWSWIpplMzshRj9HJwWt6KBvEFk0=,aNoO9K0=,2007-09-01 00:00:00.000
444,0,Mr.,Shaun,NULL,Beasley,NULL,Finer Cycle Shop,adventure-works\garrett1,shaun0@adventure-works.com,396-555-0187,zrx5RFbPSu5mxzlRdxbDIH2wSdDS9S9OvSavFh1QHUA=,XjtM78E=,2006-08-01 00:00:00.000
448,0,Mr.,Terry,NULL,Eminhizer,NULL,Action Bicycle Specialists,adventure-works\jae0,terry1@adventure-works.com,1 (11) 500 555-0176,y8RaWYkfTrcpFEipLXAyKC2pL8AJgQhpW2mOmZ8sqF4=,vx5Ko/Q=,2007-09-01 00:00:00.000
451,0,Mr.,John,NULL,Emory,NULL,Roadway Bike Emporium,adventure-works\pamela0,john16@adventure-works.com,691-555-0149,EXyX+Acbgfz6Y4iZ9KNW4TsmchGMdgjtJqmn+Xu2Mws=,/4/gh8A=,2007-07-01 00:00:00.000
452,0,Ms.,Olga,J.,Trau,NULL,A Cycle Shop,adventure-works\david8,olga0@adventure-works.com,398-555-0167,PqP7JYEV7uwp4lhZS0eq3xGVazdcCgdpMFK082MmyiE=,4blcnbQ=,2007-07-01 00:00:00.000
453,0,Mr.,Jon,NULL,Ganio,NULL,Unique Bikes,adventure-works\jillian0,jon0@adventure-works.com,672-555-0112,bWjEPINRmvLEbxP7M/s7AJTqpJenlAkq34rNVCEXqpc=,+Yo0P+0=,2005-09-01 00:00:00.000
454,0,Ms.,Gail,NULL,Erickson,NULL,"Sleek Bikes ",adventure-works\jillian0,gail1@adventure-works.com,834-555-0132,yV4p9H28cp19QO/bcSjLxZFYAs22W5SR9HnmTXUEWkM=,qUowBt4=,2007-09-01 00:00:00.000
455,0,Mr.,James,R.,Tran,NULL,Timely Shipping Service,adventure-works\shu0,james15@adventure-works.com,740-555-0159,a+hmmVFjNsedclcbOwkz48GUza0wrQc51JPBj3JdaBM=,X1REDgI=,2007-09-01 00:00:00.000
456,0,Mr.,Michael,NULL,Galos,NULL,Riding Excursions,adventure-works\linda3,michael15@adventure-works.com,912-555-0149,Wwwn13Huxc1/wSvPmlYH5pXoqz1XUDSzAdavDQcyTKk=,x+UpoXE=,2006-01-01 00:00:00.000
457,0,Mr.,Mark,B,Erickson,NULL,Retail Sporting Equipment,adventure-works\shu0,mark2@adventure-works.com,962-555-0112,pDvvWVr112kWGzoRmRsd4CgPPnyLtAEQGoYHe7Q65PM=,zYqZHNo=,2006-09-01 00:00:00.000
460,0,Ms.,Martha,R.,Espinoza,NULL,Price-Cutter Discount Bikes,adventure-works\josé1,martha0@adventure-works.com,753-555-0179,pGBoWobCmo+yyzVgDnZL5z3fgTKLorCbJuofCkwniGs=,ZFXGiMU=,2005-09-01 00:00:00.000
461,0,Mr.,Glenn,J.,Track,II,Active Life Toys,adventure-works\josé1,glenn0@adventure-works.com,907-555-0170,ZLp7yG5TYPKeQ7F+bE+OAdM4Z6HzU3EWjyk8211nuP8=,Vuzh1IE=,2006-09-01 00:00:00.000
462,0,Mr.,Bob,NULL,Gage,NULL,General Riding Supplies,adventure-works\garrett1,bob1@adventure-works.com,962-555-0175,SeCchhGjoFaNiCwjURJ30XSE9lKCbSxUL9tDtRrg1FU=,hZbeVTs=,2007-02-01 00:00:00.000
466,0,Sra.,Janeth,NULL,Esteves,NULL,Central Bicycle Specialists,adventure-works\jae0,janeth1@adventure-works.com,1 (11) 500 555-0136,X1Y5qQtF/cCa0JcWV87/0KfmpSje5R9/RdWM+fyB7Go=,+iF/Sqs=,2007-09-01 00:00:00.000
468,0,Mr.,Paul,J.,Fulton,NULL,Blue Bicycle Company,adventure-works\michael9,paul3@adventure-works.com,492-555-0146,kdhlX1CwoRb+G+IbaNr94q5wH+aDau5he+dsV5sbuXw=,HfBhcWQ=,2006-08-01 00:00:00.000
469,0,Ms.,Twanna,R.,Evans,NULL,Vast Bike Sales and Rental,adventure-works\pamela0,twanna0@adventure-works.com,554-555-0124,357SDpcamaYl8SbrrrNR4GmwYLlfdnZvJy645g6uNIw=,5hdHSeE=,2005-08-01 00:00:00.000
470,0,Ms.,Delia,B.,Toone,NULL,Wingtip Toys,adventure-works\david8,delia0@adventure-works.com,328-555-0192,UnSgG1XBHKmwMxg5VTpybLrsNrIqNTu91vgwbUeI10o=,k8iQbOY=,2007-09-01 00:00:00.000
471,0,Mr.,John,NULL,Ford,NULL,Social Activities Club,adventure-works\jillian0,john19@adventure-works.com,596-555-0153,Uu7MYSoXZONPT3nnOss6MamCI0JtQpdQ0lHxfbTXg2s=,MFN+Ar8=,2005-08-01 00:00:00.000
472,0,Ms.,Ann,R.,Evans,NULL,Summer Sports Place,adventure-works\jillian0,ann1@adventure-works.com,252-555-0127,DLW2IAbnBTdpl45F2NtNmotuCcasAhlznF/e4eBbffs=,r8MY8Co=,2006-09-01 00:00:00.000
473,0,Ms.,Kay,E.,Krane,NULL,Racing Toys,adventure-works\shu0,kay0@adventure-works.com,731-555-0187,GEdCYauvHekFxYpM0bYn4e0ipp8SY+vTyO9aqudo25Y=,hvfA+Y0=,2005-09-01 00:00:00.000
474,0,Mr.,Mihail,NULL,Frintu,NULL,Retail Cycle Shop,adventure-works\linda3,mihail1@adventure-works.com,777-555-0163,0drckP/Xt0FMU29UWCYFp/wxtTBNd5PxmzaxMM5VKYc=,hxyAApA=,2006-09-01 00:00:00.000
475,0,Mr.,John,NULL,Evans,NULL,Real Sporting Goods,adventure-works\shu0,john17@adventure-works.com,581-555-0172,zI7V47DGDDCr+5PUQzccWY8u8MazpHxzT0wB13+8m50=,Pz84Lbs=,2006-07-01 00:00:00.000
478,0,Ms.,Ruby Sue,R.,Styles,NULL,Major Cycling,adventure-works\josé1,rubysue0@adventure-works.com,512-555-0122,y5SdWw1VGzybXaHVXTc7TQTKtr6N54cV+htK8Ehcr+E=,H8DZOb4=,2005-08-01 00:00:00.000
479,0,Ms.,Lori,NULL,Kane,NULL,General Supplies,adventure-works\josé1,lori2@adventure-works.com,765-555-0141,AI+KoUdA4XQcOZdVLM5fW573x+opUHDHSXxhPuylCL4=,s0Fgpmc=,2006-08-01 00:00:00.000
480,0,Ms.,Susan,E.,French,NULL,General Bike Corporation,adventure-works\garrett1,susan3@adventure-works.com,994-555-0194,bdpqUxwvIpfkW2ApgaplNkwQ17fOA3rjtmM6B9f2qYE=,MO+/tX0=,2005-07-01 00:00:00.000
484,0,Mr.,Gary,J.,Suess,NULL,Downhill Bicycle Specialists,adventure-works\jae0,gary5@adventure-works.com,1 (11) 500 555-0199,vQKhd203Tno3eBvyJW+nSrZ8E387QlZFJA7DcRyrcoI=,n/cr6qs=,2006-08-01 00:00:00.000
